Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
LP001961,Female,No,0,Graduate,No,3958,0.0,110.0,360.0,1.0,Rural,
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
LP001608,Male,Yes,2,Graduate,No,2045,1619.0,101.0,360.0,1.0,Rural,Y
LP002028,Male,Yes,2,Graduate,No,4358,0.0,110.0,360.0,1.0,Urban,
LP001035,Male,Yes,2,Graduate,No,2340,2546.0,100.0,360.0,,Urban,
LP002872,,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
LP001445,Male,Yes,2,Not Graduate,No,4136,0.0,149.0,480.0,0.0,Rural,
LP002603,Female,No,0,Graduate,No,645,3683.0,113.0,480.0,1.0,Rural,Y
LP001570,Male,Yes,2,Graduate,No,4167,1447.0,158.0,360.0,1.0,Rural,Y
LP001824,Male,Yes,1,Graduate,No,2882,1843.0,123.0,480.0,1.0,Semiurban,Y
LP002791,Male,No,1,Graduate,,16000,5000.0,40.0,360.0,1.0,Semiurban,
LP002397,Female,Yes,1,Graduate,No,3719,1585.0,114.0,360.0,1.0,Urban,
LP001312,Male,Yes,0,Not Graduate,Yes,5293,0.0,92.0,360.0,1.0,Urban,
LP002211,Male,Yes,0,Graduate,No,4817,923.0,120.0,180.0,1.0,Urban,Y
LP002328,Male,Yes,0,Not Graduate,No,6096,0.0,218.0,360.0,0.0,Rural,N
LP001253,Male,Yes,3+,Graduate,Yes,5266,1774.0,187.0,360.0,1.0,Semiurban,Y
LP001392,Female,No,1,Graduate,Yes,7451,0.0,,360.0,1.0,Semiurban,Y
LP002816,Male,Yes,1,Graduate,No,3500,1658.0,104.0,360.0,,Semiurban,
LP002784,Male,Yes,1,Not Graduate,No,2492,2375.0,,360.0,1.0,Rural,Y
LP002255,Male,No,3+,Graduate,No,9167,0.0,185.0,360.0,1.0,Rural,Y
LP001357,Male,,,Graduate,No,3816,754.0,160.0,360.0,1.0,Urban,Y
LP001398,Male,No,0,Graduate,,5050,0.0,118.0,360.0,1.0,Semiurban,Y
LP002342,Male,Yes,2,Graduate,Yes,1600,20000.0,239.0,360.0,1.0,Urban,N
LP002447,Male,Yes,2,Not Graduate,No,1958,1456.0,60.0,300.0,,Urban,Y
LP002317,Male,Yes,3+,Graduate,No,81000,0.0,360.0,360.0,0.0,Rural,N
LP001319,Male,Yes,2,Not Graduate,No,3273,1820.0,81.0,360.0,1.0,Urban,Y
LP001933,Male,No,2,Not Graduate,No,1141,2017.0,120.0,360.0,0.0,Urban,
LP001310,Male,Yes,0,Graduate,No,5695,4167.0,175.0,360.0,1.0,Semiurban,Y
LP002110,Male,Yes,1,Graduate,,5250,688.0,160.0,360.0,1.0,Rural,Y
LP002932,Male,Yes,3+,Graduate,No,7603,1213.0,197.0,360.0,1.0,Urban,
LP002593,Male,Yes,1,Graduate,No,8333,4000.0,,360.0,1.0,Urban,
LP002651,Male,Yes,1,Graduate,,6300,0.0,125.0,360.0,0.0,Urban,
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP001325,Male,No,0,Not Graduate,No,3620,0.0,25.0,120.0,1.0,Semiurban,Y
LP001027,Male,Yes,2,Graduate,,2500,1840.0,109.0,360.0,1.0,Urban,Y
LP002277,Female,No,0,Graduate,No,3180,0.0,71.0,360.0,0.0,Urban,N
LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
LP001131,Male,Yes,0,Graduate,No,3941,2336.0,134.0,360.0,1.0,Semiurban,Y
LP001123,Male,Yes,0,Graduate,No,2400,0.0,75.0,360.0,,Urban,Y
LP002087,Female,No,0,Graduate,No,2500,0.0,67.0,360.0,1.0,Urban,Y
LP001578,Male,Yes,0,Graduate,No,2439,3333.0,129.0,360.0,1.0,Rural,Y
LP002545,Male,No,2,Graduate,No,3547,0.0,80.0,360.0,0.0,Rural,N
LP002355,,Yes,0,Graduate,No,3186,3145.0,150.0,180.0,0.0,Semiurban,
LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002860,Male,Yes,0,Graduate,Yes,2623,4831.0,122.0,180.0,1.0,Semiurban,
LP001345,Male,Yes,2,Not Graduate,No,4288,3263.0,133.0,180.0,1.0,Urban,Y
LP002367,Female,No,1,Not Graduate,No,4606,0.0,81.0,360.0,1.0,Rural,N
LP001616,Male,Yes,1,Graduate,No,3750,0.0,116.0,360.0,1.0,Semiurban,Y
LP002424,Male,Yes,0,Graduate,No,7333,8333.0,175.0,300.0,,Rural,Y
LP002341,Female,No,1,Graduate,No,2600,0.0,160.0,360.0,1.0,Urban,N
LP002168,Male,No,0,Graduate,No,5333,2400.0,200.0,360.0,0.0,Rural,
LP002385,Male,Yes,,Graduate,No,3863,0.0,70.0,300.0,1.0,Semiurban,
LP002329,Male,No,0,Graduate,No,4333,0.0,66.0,480.0,1.0,Urban,
LP001610,Male,Yes,3+,Graduate,No,5516,11300.0,495.0,360.0,0.0,Semiurban,N
LP002272,Male,Yes,2,Graduate,No,3276,484.0,135.0,360.0,,Semiurban,Y
LP001284,Male,Yes,1,Graduate,No,2419,1707.0,124.0,360.0,1.0,Urban,
LP002240,Male,Yes,0,Not Graduate,No,3500,2168.0,149.0,360.0,1.0,Rural,
LP002806,Male,Yes,3+,Graduate,Yes,6958,1411.0,150.0,360.0,1.0,Rural,
LP001323,Female,Yes,2,Graduate,No,2779,3664.0,176.0,360.0,0.0,Semiurban,
LP002234,Male,No,0,Graduate,Yes,7167,0.0,128.0,360.0,1.0,Urban,Y
LP002793,Male,Yes,0,Graduate,No,5333,0.0,90.0,360.0,1.0,Rural,
LP001854,Male,Yes,3+,Graduate,No,5250,0.0,94.0,360.0,1.0,Urban,N
LP002716,Male,No,0,Not Graduate,No,6783,0.0,130.0,360.0,1.0,Semiurban,Y
LP002106,Male,Yes,,Graduate,Yes,5503,4490.0,70.0,,1.0,Semiurban,Y
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP001032,Male,No,0,Graduate,No,4950,0.0,125.0,360.0,1.0,Urban,Y
LP001006,Male,Yes,0,Not Graduate,No,2583,2358.0,120.0,360.0,1.0,Urban,Y
LP002383,Male,Yes,3+,Graduate,No,3242,437.0,142.0,480.0,0.0,Urban,
LP002069,Male,Yes,2,Not Graduate,,3785,2912.0,180.0,360.0,0.0,Rural,
LP001849,Male,No,0,Not Graduate,No,6045,0.0,115.0,360.0,0.0,Rural,N
LP002734,Male,Yes,0,Graduate,No,6133,3906.0,324.0,360.0,1.0,Urban,Y
LP001831,Male,Yes,0,Graduate,No,2783,1456.0,113.0,360.0,1.0,Urban,
LP001428,Male,Yes,3+,Graduate,No,72529,0.0,360.0,360.0,1.0,Urban,
LP002604,Male,Yes,2,Graduate,No,3166,2833.0,145.0,360.0,1.0,Urban,
LP002265,Male,Yes,2,Not Graduate,No,1993,1625.0,113.0,180.0,1.0,Semiurban,Y
LP001744,Male,No,0,Graduate,No,2971,2791.0,144.0,360.0,1.0,Semiurban,Y
LP001630,Male,No,0,Not Graduate,No,2333,1451.0,102.0,480.0,0.0,Urban,N
LP001935,Male,No,0,Graduate,No,9508,0.0,187.0,360.0,1.0,Rural,Y
LP002899,Male,Yes,2,Graduate,No,8667,0.0,254.0,360.0,1.0,Rural,
LP002065,Male,Yes,3+,Graduate,No,15000,0.0,300.0,360.0,1.0,Rural,Y
LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N
LP001020,Male,Yes,1,Graduate,No,12841,10968.0,349.0,360.0,1.0,Semiurban,N
LP001825,Male,Yes,0,Graduate,No,1809,1868.0,90.0,360.0,1.0,Urban,Y
LP001047,Male,Yes,0,Not Graduate,No,2600,1911.0,116.0,360.0,0.0,Semiurban,N
LP002149,Male,Yes,2,Graduate,No,8333,3167.0,165.0,360.0,1.0,Rural,Y
LP001743,Male,Yes,2,Graduate,No,4009,1717.0,116.0,360.0,1.0,Semiurban,Y
LP001221,Female,No,0,Graduate,No,3644,0.0,110.0,360.0,1.0,Urban,
LP002294,Male,No,0,Graduate,No,14911,14507.0,130.0,360.0,1.0,Semiurban,
LP002115,Male,Yes,3+,Not Graduate,No,2647,1587.0,173.0,360.0,1.0,Rural,N
LP002379,Male,No,0,Graduate,No,6500,0.0,105.0,360.0,0.0,Rural,N
LP002753,Female,No,1,Graduate,,3652,0.0,95.0,360.0,1.0,Semiurban,Y
LP002117,Female,Yes,0,Graduate,No,3159,2374.0,108.0,360.0,1.0,Semiurban,
LP001688,Male,Yes,1,Not Graduate,No,3500,1083.0,135.0,360.0,1.0,Urban,Y
LP001055,Female,No,1,Not Graduate,No,2226,0.0,59.0,360.0,1.0,Semiurban,
LP001322,Male,No,0,Graduate,No,4133,0.0,122.0,360.0,1.0,Semiurban,Y
LP002777,Male,Yes,0,Graduate,No,2785,2016.0,110.0,360.0,1.0,Rural,Y
LP001238,Male,Yes,3+,Not Graduate,Yes,7100,0.0,125.0,60.0,1.0,Urban,Y
LP001652,Male,No,0,Graduate,No,2500,6414.0,187.0,360.0,0.0,Rural,
LP001922,Male,Yes,0,Graduate,No,20667,0.0,,360.0,1.0,Rural,N
LP001995,Male,Yes,0,Not Graduate,No,2431,1820.0,110.0,360.0,0.0,Rural,
LP002390,Male,No,0,Graduate,No,3750,0.0,100.0,360.0,1.0,Urban,Y
LP001532,Male,Yes,2,Not Graduate,No,2281,0.0,113.0,360.0,1.0,Rural,N
LP001255,Male,No,0,Graduate,No,3750,0.0,113.0,480.0,1.0,Urban,N
LP001558,Male,No,0,Graduate,No,2243,2233.0,107.0,360.0,,Semiurban,
LP002434,Male,Yes,2,Not Graduate,No,4652,0.0,110.0,360.0,1.0,Rural,Y
LP001644,,Yes,0,Graduate,Yes,674,5296.0,168.0,360.0,1.0,Rural,Y
LP001891,Male,Yes,0,Graduate,No,11146,0.0,136.0,360.0,1.0,Urban,Y
LP001786,Male,Yes,0,Graduate,,5746,0.0,255.0,360.0,,Urban,N
LP002547,Male,Yes,1,Graduate,No,18333,0.0,500.0,360.0,1.0,Urban,N
LP001405,Male,Yes,1,Graduate,No,2214,1398.0,85.0,360.0,,Urban,Y
LP002057,Male,Yes,0,Not Graduate,No,13083,0.0,,360.0,1.0,Rural,
LP002643,Male,Yes,2,Graduate,No,3283,2035.0,148.0,360.0,1.0,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,3017,663.0,102.0,360.0,,Semiurban,Y
LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y
LP001448,,Yes,3+,Graduate,No,23803,0.0,370.0,360.0,1.0,Rural,Y
LP001404,Female,Yes,0,Graduate,No,3167,2283.0,154.0,360.0,1.0,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,2500,0.0,93.0,360.0,,Urban,Y
LP001975,Male,Yes,0,Graduate,No,5225,0.0,143.0,360.0,1.0,Rural,
LP001197,Male,Yes,0,Graduate,No,3366,2200.0,135.0,360.0,1.0,Rural,N
LP001268,Male,No,0,Graduate,No,6792,3338.0,187.0,,1.0,Urban,
LP002554,Male,No,0,Graduate,No,2166,2057.0,122.0,360.0,1.0,Semiurban,
LP002191,Male,Yes,0,Graduate,No,19730,5266.0,570.0,360.0,1.0,Rural,N
LP001883,Female,No,0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,N
LP001138,Male,Yes,1,Graduate,No,5649,0.0,44.0,360.0,1.0,Urban,Y
LP002138,Male,Yes,0,Graduate,No,2625,6250.0,187.0,360.0,1.0,Rural,Y
LP001665,Male,Yes,1,Graduate,No,3125,2583.0,170.0,360.0,1.0,Semiurban,N
LP002989,Male,No,0,Graduate,Yes,9200,0.0,98.0,180.0,1.0,Rural,
LP002747,Female,No,3+,Graduate,No,2366,5272.0,153.0,360.0,0.0,Rural,
LP001573,Male,Yes,0,Not Graduate,No,4523,1350.0,165.0,360.0,1.0,Urban,
LP001871,Female,No,0,Graduate,No,7200,0.0,120.0,360.0,1.0,Rural,Y
LP002422,Male,No,1,Graduate,No,37719,0.0,152.0,360.0,1.0,Semiurban,Y
LP001771,Female,No,3+,Graduate,No,4083,0.0,103.0,360.0,,Semiurban,
LP001978,Male,No,0,Graduate,No,4000,2500.0,140.0,360.0,1.0,Rural,Y
LP002116,Female,No,0,Graduate,No,2378,0.0,46.0,360.0,1.0,Rural,N
LP002849,Male,Yes,0,Graduate,No,1516,1951.0,35.0,360.0,1.0,Semiurban,
LP001520,Male,Yes,0,Graduate,No,4860,830.0,125.0,360.0,1.0,Semiurban,Y
LP001439,Male,Yes,0,Not Graduate,No,4300,2014.0,194.0,360.0,1.0,Rural,Y
LP002279,Male,No,0,Graduate,No,2412,2755.0,130.0,360.0,1.0,Rural,
LP001155,Female,Yes,0,Not Graduate,No,1928,1644.0,100.0,360.0,1.0,Semiurban,Y
LP002142,Female,Yes,0,Graduate,Yes,5500,0.0,105.0,360.0,0.0,Rural,N
LP002612,Female,Yes,0,Graduate,No,2666,0.0,84.0,480.0,1.0,Semiurban,
LP001504,Male,No,0,Graduate,Yes,6950,0.0,175.0,180.0,1.0,Semiurban,Y
LP002515,Male,Yes,1,Graduate,Yes,3450,2079.0,162.0,360.0,1.0,Semiurban,Y
LP002287,Female,No,0,Graduate,No,1500,1800.0,103.0,360.0,0.0,Semiurban,N
LP001022,Male,Yes,1,Graduate,No,3076,1500.0,126.0,360.0,1.0,Urban,
LP002051,Male,Yes,0,Graduate,No,2400,2167.0,115.0,360.0,1.0,Semiurban,Y
LP001041,Male,Yes,0,Graduate,,2600,3500.0,115.0,,1.0,Urban,Y
LP002017,Male,Yes,3+,Graduate,No,15312,0.0,187.0,360.0,,Urban,
LP002644,Male,Yes,1,Graduate,Yes,7500,0.0,75.0,360.0,1.0,Urban,
LP002016,Male,Yes,2,Graduate,No,5128,0.0,143.0,360.0,1.0,Rural,
LP002314,Female,No,0,Not Graduate,No,2213,0.0,66.0,360.0,1.0,Rural,Y
LP002738,Male,No,2,Graduate,No,3617,0.0,107.0,360.0,1.0,Semiurban,Y
LP001366,Female,No,,Graduate,No,3250,0.0,95.0,360.0,1.0,Semiurban,
LP001114,Male,No,0,Graduate,No,4166,7210.0,184.0,360.0,1.0,Urban,Y
LP001606,Male,Yes,0,Graduate,No,3497,1964.0,116.0,360.0,1.0,Rural,Y
LP001813,Male,No,0,Graduate,Yes,6050,4333.0,120.0,180.0,1.0,Urban,N
LP002980,Male,No,0,Graduate,No,3250,1993.0,126.0,360.0,,Semiurban,
LP001226,Male,Yes,0,Not Graduate,No,1750,2024.0,90.0,360.0,1.0,Semiurban,
LP001662,Male,No,0,Graduate,No,6500,0.0,71.0,360.0,0.0,Urban,
LP002270,Male,Yes,1,Graduate,No,3436,3809.0,100.0,360.0,1.0,Rural,
LP001535,Male,No,0,Graduate,No,3254,0.0,50.0,360.0,1.0,Urban,Y
LP001926,Male,Yes,0,Graduate,No,3704,2000.0,120.0,360.0,1.0,Rural,Y
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
LP002496,Female,No,0,Graduate,No,3500,0.0,94.0,360.0,0.0,Semiurban,
LP001036,Female,No,0,Graduate,No,3510,0.0,76.0,360.0,0.0,Urban,N
LP001449,Male,No,0,Graduate,No,3865,1640.0,,360.0,1.0,Rural,Y
LP002054,Male,Yes,2,Not Graduate,No,3601,1590.0,,360.0,1.0,Rural,Y
LP001846,Female,No,3+,Graduate,No,3083,0.0,255.0,360.0,1.0,Rural,Y
LP002746,Male,No,0,Graduate,No,5314,0.0,147.0,360.0,1.0,Urban,
LP002826,Female,Yes,1,Not Graduate,No,3621,2717.0,171.0,360.0,1.0,Urban,
LP001653,Male,No,0,Not Graduate,No,4885,0.0,48.0,360.0,1.0,Rural,Y
LP001401,Male,Yes,1,Graduate,No,14583,0.0,185.0,180.0,1.0,Rural,Y
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP001633,Male,Yes,1,Graduate,No,6400,7250.0,180.0,360.0,0.0,Urban,N
LP001972,Male,Yes,,Not Graduate,No,2875,1750.0,105.0,360.0,1.0,Semiurban,Y
LP001718,Male,No,0,Graduate,No,3391,0.0,132.0,360.0,1.0,Rural,
LP002965,Female,Yes,0,Graduate,No,8550,4255.0,96.0,360.0,,Urban,
LP001501,Male,Yes,0,Graduate,No,3500,3250.0,140.0,360.0,1.0,Semiurban,
LP001324,Male,Yes,3+,Graduate,No,4720,0.0,90.0,180.0,1.0,Semiurban,
LP001208,Male,Yes,2,Graduate,,7350,4029.0,185.0,180.0,1.0,Urban,
LP002682,Male,Yes,,Not Graduate,No,3074,1800.0,123.0,360.0,0.0,Semiurban,N
LP002901,Male,No,0,Graduate,No,2283,15000.0,106.0,360.0,,Rural,
LP001137,Female,No,0,Graduate,No,3410,0.0,88.0,,1.0,Urban,Y
LP002550,Female,No,0,Graduate,No,5769,0.0,110.0,180.0,1.0,Semiurban,
LP001543,Male,Yes,1,Graduate,No,9538,0.0,187.0,360.0,1.0,Urban,Y
LP001607,Female,No,0,Not Graduate,No,0,1760.0,180.0,360.0,1.0,Semiurban,
LP001585,,Yes,3+,Graduate,No,51763,0.0,700.0,300.0,1.0,Urban,Y
LP001034,Male,No,1,Not Graduate,No,3596,0.0,100.0,240.0,,Urban,Y
LP002640,Male,Yes,1,Graduate,No,6065,2004.0,250.0,360.0,1.0,Semiurban,Y
LP001146,Female,Yes,0,Graduate,No,2645,3440.0,120.0,360.0,0.0,Urban,N
LP002857,Male,Yes,1,Graduate,Yes,2360,3355.0,87.0,240.0,1.0,Rural,
LP002167,Female,No,0,Graduate,No,2362,0.0,55.0,360.0,1.0,Urban,
LP002659,Male,Yes,3+,Graduate,No,3466,3428.0,150.0,360.0,1.0,Rural,Y
LP002306,Male,Yes,0,Graduate,No,1173,1594.0,28.0,180.0,1.0,Rural,
LP002534,Female,No,0,Not Graduate,No,4350,0.0,154.0,360.0,1.0,Rural,Y
LP001917,Female,No,0,Graduate,No,1811,1666.0,54.0,360.0,1.0,Urban,Y
LP001486,Male,Yes,1,Graduate,No,4364,2500.0,185.0,360.0,1.0,Semiurban,
LP001176,Male,No,0,Graduate,No,2942,2382.0,125.0,180.0,1.0,Urban,
LP001751,Male,Yes,0,Graduate,No,3250,0.0,170.0,360.0,1.0,Rural,N
LP001068,Male,Yes,0,Graduate,No,2799,2253.0,122.0,360.0,1.0,Semiurban,Y
LP002123,Male,Yes,0,Graduate,No,2613,2417.0,123.0,360.0,1.0,Semiurban,
LP002401,Male,Yes,0,Graduate,No,2213,1125.0,,360.0,1.0,Urban,Y
LP002781,Male,No,0,Graduate,No,3083,2738.0,120.0,360.0,1.0,Urban,
LP002180,Male,No,0,Graduate,Yes,6822,0.0,141.0,360.0,1.0,Rural,Y
LP001761,Male,No,0,Graduate,Yes,6400,0.0,200.0,360.0,1.0,Rural,Y
LP001112,Female,Yes,0,Graduate,No,3667,1459.0,144.0,360.0,1.0,Semiurban,Y
LP002843,Female,Yes,0,Graduate,No,4709,0.0,113.0,360.0,1.0,Semiurban,
LP002209,Female,No,0,Graduate,,2764,1459.0,110.0,360.0,1.0,Urban,Y
LP002505,Male,Yes,0,Graduate,No,4333,2451.0,110.0,360.0,1.0,Urban,N
LP002850,Male,No,2,Graduate,No,2400,0.0,46.0,360.0,1.0,Urban,
LP002212,Male,Yes,0,Graduate,No,2166,2166.0,108.0,360.0,,Urban,
LP001527,Male,Yes,3+,Graduate,No,6835,0.0,188.0,360.0,,Semiurban,
LP001664,Male,No,0,Graduate,No,4191,0.0,120.0,360.0,1.0,Rural,Y
LP002253,Female,No,1,Graduate,No,5062,0.0,152.0,300.0,1.0,Rural,
LP002310,Female,No,1,Graduate,No,7600,0.0,92.0,360.0,1.0,Semiurban,
LP002618,Male,Yes,1,Not Graduate,No,4050,5302.0,138.0,360.0,,Rural,N
LP002856,Male,Yes,0,Graduate,No,2292,1558.0,119.0,360.0,1.0,Urban,
LP002105,Male,Yes,0,Graduate,Yes,8706,0.0,108.0,480.0,1.0,Rural,
LP002888,Male,No,0,Graduate,,3182,2917.0,161.0,360.0,1.0,Urban,Y
LP002853,Female,No,0,Not Graduate,No,3015,2000.0,145.0,360.0,,Urban,
LP001565,Male,Yes,1,Graduate,No,3089,1280.0,121.0,360.0,0.0,Semiurban,N
LP002070,Male,Yes,3+,Not Graduate,No,2654,1998.0,128.0,360.0,0.0,Rural,
LP001531,Male,No,0,Graduate,No,9166,0.0,244.0,360.0,1.0,Urban,N
LP001313,Male,No,0,Graduate,No,2750,0.0,130.0,360.0,0.0,Urban,
LP001386,Male,Yes,0,Not Graduate,No,4750,3583.0,144.0,360.0,1.0,Semiurban,
LP001663,Male,Yes,2,Graduate,No,7500,0.0,225.0,360.0,1.0,Urban,
LP001387,Female,Yes,0,Graduate,,2929,2333.0,139.0,360.0,1.0,Semiurban,Y
LP001754,Male,Yes,,Not Graduate,Yes,4735,0.0,138.0,360.0,1.0,Urban,N
LP001791,Male,Yes,0,Graduate,Yes,32000,0.0,550.0,360.0,,Semiurban,
LP001356,Male,Yes,0,Graduate,No,4652,3583.0,,360.0,1.0,Semiurban,Y
LP002357,Female,No,0,Not Graduate,No,2720,0.0,80.0,,0.0,Urban,N
LP002347,Male,Yes,0,Graduate,No,3246,1417.0,138.0,360.0,1.0,Semiurban,Y
LP001651,Male,Yes,3+,Graduate,No,3350,1560.0,135.0,360.0,1.0,Urban,
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002450,Male,Yes,2,Graduate,No,5833,750.0,49.0,360.0,0.0,Rural,
LP001422,Female,No,0,Graduate,No,10408,0.0,259.0,360.0,1.0,Urban,Y
LP001179,Male,Yes,2,Graduate,No,4616,0.0,134.0,360.0,1.0,Urban,N
LP001529,Male,Yes,0,Graduate,Yes,2577,3750.0,152.0,360.0,1.0,Rural,Y
LP002300,Female,No,0,Not Graduate,No,1963,0.0,53.0,360.0,1.0,Semiurban,Y
LP002759,Male,Yes,2,Graduate,No,5000,0.0,149.0,360.0,1.0,Rural,
LP001698,Male,No,0,Not Graduate,No,3975,2531.0,55.0,360.0,1.0,Rural,Y
LP001231,Female,No,0,Graduate,No,3666,0.0,84.0,360.0,1.0,Urban,
LP002176,Male,No,0,Graduate,No,5708,0.0,150.0,360.0,1.0,Rural,
LP002042,Female,Yes,1,Graduate,No,4000,3917.0,173.0,360.0,1.0,Rural,
LP001018,Male,Yes,2,Graduate,No,4006,1526.0,168.0,360.0,1.0,Urban,Y
LP002399,Male,No,0,Graduate,,2858,0.0,123.0,360.0,0.0,Rural,
LP001109,Male,Yes,0,Graduate,No,1828,1330.0,100.0,,0.0,Urban,N
LP002448,Male,Yes,0,Graduate,No,3948,1733.0,149.0,360.0,0.0,Rural,N
LP001210,Male,Yes,0,Graduate,Yes,2267,2792.0,90.0,360.0,1.0,Urban,
LP001843,Male,Yes,1,Not Graduate,No,2661,7101.0,279.0,180.0,1.0,Semiurban,Y
LP001977,Male,Yes,1,Graduate,No,1625,1803.0,96.0,360.0,1.0,Urban,Y
LP001613,Female,No,0,Graduate,No,1762,2666.0,104.0,360.0,0.0,Urban,
LP002847,Male,Yes,,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N
LP001067,Male,No,0,Not Graduate,No,2400,2400.0,123.0,360.0,1.0,Semiurban,
LP001446,Male,Yes,0,Graduate,No,8449,0.0,257.0,360.0,1.0,Rural,
LP001490,Male,Yes,2,Not Graduate,No,4766,1646.0,100.0,360.0,1.0,Semiurban,
LP001870,Female,No,1,Graduate,No,3481,0.0,155.0,36.0,1.0,Semiurban,N
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
LP001954,Female,Yes,1,Graduate,No,4666,0.0,135.0,360.0,1.0,Urban,Y
LP002335,Female,Yes,0,Not Graduate,No,2149,3237.0,178.0,360.0,0.0,Semiurban,N
LP001528,Male,No,0,Graduate,No,6277,0.0,118.0,360.0,0.0,Rural,N
LP001886,Male,No,0,Graduate,No,4150,4256.0,209.0,360.0,1.0,Rural,
LP001163,Male,Yes,2,Graduate,No,4363,1250.0,140.0,360.0,,Urban,
LP002572,Male,Yes,1,Graduate,,8750,0.0,297.0,360.0,1.0,Urban,
LP002778,Male,Yes,2,Graduate,Yes,6633,0.0,,360.0,0.0,Rural,N
LP001911,Female,No,0,Graduate,No,2708,0.0,65.0,360.0,1.0,Rural,
LP002555,Male,Yes,2,Graduate,Yes,4583,2083.0,160.0,360.0,1.0,Semiurban,Y
LP001518,Male,Yes,1,Graduate,No,1538,1425.0,30.0,360.0,1.0,Urban,Y
LP001516,Female,Yes,2,Graduate,No,14866,0.0,70.0,360.0,1.0,Urban,Y
LP001496,Male,Yes,1,Graduate,No,4609,2333.0,123.0,360.0,0.0,Semiurban,
LP002639,Male,Yes,2,Graduate,No,4120,0.0,128.0,360.0,1.0,Rural,
LP002440,Male,Yes,2,Graduate,No,2995,1120.0,184.0,360.0,1.0,Rural,
LP001232,Male,Yes,0,Graduate,No,4260,3900.0,185.0,,,Urban,
LP002137,Male,Yes,0,Graduate,No,6333,4583.0,259.0,360.0,,Semiurban,Y
LP002489,Female,No,1,Not Graduate,,5191,0.0,132.0,360.0,1.0,Semiurban,Y
LP002067,Male,Yes,1,Graduate,Yes,8666,4983.0,376.0,360.0,0.0,Rural,N
